libk5crypto3:amd64	1.20.1-6ubuntu2.8	krb5	1.20.1-6ubuntu2.8
libkeyutils1:amd64	1.6.3-3build1	keyutils	1.6.3-3build1
libkrb5-3:amd64	1.20.1-6ubuntu2.8	krb5	1.20.1-6ubuntu2.8
libkrb5support0:amd64	1.20.1-6ubuntu2.8	krb5	1.20.1-6ubuntu2.8
liblapack3:amd64	3.12.0-3build1.1	lapack	3.12.0-3build1.1
liblcms2-2:amd64	2.14-2ubuntu0.1	lcms2	2.14-2ubuntu0.1
liblcms2-dev:amd64	2.14-2ubuntu0.1	lcms2	2.14-2ubuntu0.1
libldap2:amd64	2.6.10+dfsg-0ubuntu0.24.04.1	openldap	2.6.10+dfsg-0ubuntu0.24.04.1
liblerc-dev:amd64	4.0.0+ds-4ubuntu2	lerc	4.0.0+ds-4ubuntu2
liblerc4:amd64	4.0.0+ds-4ubuntu2	lerc	4.0.0+ds-4ubuntu2
liblilv-0-0:amd64	0.24.22-1build1	lilv	0.24.22-1build1
libllvm20:amd64	1:20.1.2-0ubuntu1~24.04.3	llvm-toolchain-20	1:20.1.2-0ubuntu1~24.04.3
liblsan0:amd64	14.2.0-4ubuntu2~24.04.1	gcc-14	14.2.0-4ubuntu2~24.04.1
libltdl-dev:amd64	2.4.7-7build1	libtool	2.4.7-7build1
libltdl7:amd64	2.4.7-7build1	libtool	2.4.7-7build1
liblua5.4-0:amd64	5.4.6-3build2	lua5.4	5.4.6-3build2
liblz4-1:amd64	1.9.4-1build1.1	lz4	1.9.4-1build1.1
liblzma-dev:amd64	5.6.1+really5.4.5-1ubuntu0.3	xz-utils	5.6.1+really5.4.5-1ubuntu0.3
liblzma5:amd64	5.6.1+really5.4.5-1ubuntu0.3	xz-utils	5.6.1+really5.4.5-1ubuntu0.3
liblzo2-2:amd64	2.10-2build4	lzo2	2.10-2build4
libmagic-mgc	1:5.45-3build1	file	1:5.45-3build1
libmagic1t64:amd64	1:5.45-3build1	file	1:5.45-3build1
libmanette-0.2-0:amd64	0.2.7-1build2	libmanette	0.2.7-1build2
libmbedcrypto7t64:amd64	2.28.8-1	mbedtls	2.28.8-1
libmd0:amd64	1.1.0-2build1.1	libmd	1.1.0-2build1.1
libmount-dev:amd64	2.39.3-9ubuntu6.6	util-linux	2.39.3-9ubuntu6.6
libmount1:amd64	2.39.3-9ubuntu6.6	util-linux	2.39.3-9ubuntu6.6
libmp3lame0:amd64	3.100-6build1	lame	3.100-6build1
libmpc3:amd64	1.3.1-1build1.1	mpclib3	1.3.1-1build1.1
libmpfr6:amd64	4.2.1-1build1.1	mpfr4	4.2.1-1build1.1
libmpg123-0t64:amd64	1.32.5-1ubuntu1.1	mpg123	1.32.5-1ubuntu1.1
libmujs-dev:amd64	1.3.3-3build2	mujs	1.3.3-3build2
libmujs3:amd64	1.3.3-3build2	mujs	1.3.3-3build2
libmysofa1:amd64	1.3.2+dfsg-2ubuntu2	libmysofa	1.3.2+dfsg-2ubuntu2
libncurses6:amd64	6.4+20240113-1ubuntu2.2	ncurses	6.4+20240113-1ubuntu2.2
libncursesw6:amd64	6.4+20240113-1ubuntu2.2	ncurses	6.4+20240113-1ubuntu2.2
libnettle8t64:amd64	3.9.1-2.2build1.1	nettle	3.9.1-2.2build1.1
libnghttp2-14:amd64	1.59.0-1ubuntu0.4	nghttp2	1.59.0-1ubuntu0.4
libnghttp2-dev:amd64	1.59.0-1ubuntu0.4	nghttp2	1.59.0-1ubuntu0.4
libnorm1t64:amd64	1.5.9+dfsg-3.1build1	norm	1.5.9+dfsg-3.1build1
libnpth0t64:amd64	1.6-3.1build1	npth	1.6-3.1build1
libnuma1:amd64	2.0.18-1ubuntu0.24.04.1	numactl	2.0.18-1ubuntu0.24.04.1
libogg0:amd64	1.3.5-3build1	libogg	1.3.5-3build1
libopenal-data	1:1.23.1-4build1	openal-soft	1:1.23.1-4build1
libopenal1:amd64	1:1.23.1-4build1	openal-soft	1:1.23.1-4build1
libopengl-dev:amd64	1.7.0-1build1	libglvnd	1.7.0-1build1
libopengl0:amd64	1.7.0-1build1	libglvnd	1.7.0-1build1
libopenjp2-7:amd64	2.5.0-2ubuntu0.5	openjpeg2	2.5.0-2ubuntu0.5
libopenjp2-7-dev:amd64	2.5.0-2ubuntu0.5	openjpeg2	2.5.0-2ubuntu0.5
libopenmpt0t64:amd64	0.7.3-1.1build3	libopenmpt	0.7.3-1.1build3
libopus0:amd64	1.4-1build1	opus	1.4-1build1
liborc-0.4-0t64:amd64	1:0.4.38-1ubuntu0.1	orc	1:0.4.38-1ubuntu0.1
libp11-kit0:amd64	0.25.3-4ubuntu2.1	p11-kit	0.25.3-4ubuntu2.1
libpam-modules:amd64	1.5.3-5ubuntu5.6	pam	1.5.3-5ubuntu5.6
libpam-modules-bin	1.5.3-5ubuntu5.6	pam	1.5.3-5ubuntu5.6
libpam-runtime	1.5.3-5ubuntu5.6	pam	1.5.3-5ubuntu5.6
libpam0g:amd64	1.5.3-5ubuntu5.6	pam	1.5.3-5ubuntu5.6
libpango-1.0-0:amd64	1.52.1+ds-1build1	pango1.0	1.52.1+ds-1build1
libpango1.0-dev:amd64	1.52.1+ds-1build1	pango1.0	1.52.1+ds-1build1
libpangocairo-1.0-0:amd64	1.52.1+ds-1build1	pango1.0	1.52.1+ds-1build1
libpangoft2-1.0-0:amd64	1.52.1+ds-1build1	pango1.0	1.52.1+ds-1build1
libpangoxft-1.0-0:amd64	1.52.1+ds-1build1	pango1.0	1.52.1+ds-1build1
libpciaccess0:amd64	0.17-3ubuntu0.24.04.2	libpciaccess	0.17-3ubuntu0.24.04.2
libpcre2-16-0:amd64	10.42-4ubuntu2.1	pcre2	10.42-4ubuntu2.1
libpcre2-32-0:amd64	10.42-4ubuntu2.1	pcre2	10.42-4ubuntu2.1
libpcre2-8-0:amd64	10.42-4ubuntu2.1	pcre2	10.42-4ubuntu2.1
libpcre2-dev:amd64	10.42-4ubuntu2.1	pcre2	10.42-4ubuntu2.1
libpcre2-posix3:amd64	10.42-4ubuntu2.1	pcre2	10.42-4ubuntu2.1
libperl5.38t64:amd64	5.38.2-3.2ubuntu0.4	perl	5.38.2-3.2ubuntu0.4
libpgm-5.3-0t64:amd64	5.3.128~dfsg-2.1build1	libpgm	5.3.128~dfsg-2.1build1
libpipewire-0.3-0t64:amd64	1.0.5-1ubuntu3.3	pipewire	1.0.5-1ubuntu3.3
libpixman-1-0:amd64	0.42.2-1build1	pixman	0.42.2-1build1
libpixman-1-dev:amd64	0.42.2-1build1	pixman	0.42.2-1build1
libpkgconf3:amd64	1.8.1-2build1	pkgconf	1.8.1-2build1
libplacebo338:amd64	6.338.2-2build1	libplacebo	6.338.2-2build1
libpng-dev:amd64	1.6.43-5ubuntu0.6	libpng1.6	1.6.43-5ubuntu0.6
libpng16-16t64:amd64	1.6.43-5ubuntu0.6	libpng1.6	1.6.43-5ubuntu0.6
libpocketsphinx3:amd64	0.8.0+real5prealpha+1-15ubuntu5	pocketsphinx	0.8.0+real5prealpha+1-15ubuntu5
libpostproc57:amd64	7:6.1.1-3ubuntu5	ffmpeg	7:6.1.1-3ubuntu5
libproc2-0:amd64	2:4.0.4-4ubuntu3.2	procps	2:4.0.4-4ubuntu3.2
libproxy1v5:amd64	0.5.4-4build1	libproxy	0.5.4-4build1
libpsl-dev:amd64	0.21.2-1.1build1	libpsl	0.21.2-1.1build1
libpsl5t64:amd64	0.21.2-1.1build1	libpsl	0.21.2-1.1build1
libpthread-stubs0-dev:amd64	0.4-1build3	libpthread-stubs	0.4-1build3
libpulse0:amd64	1:16.1+dfsg1-2ubuntu10.1	pulseaudio	1:16.1+dfsg1-2ubuntu10.1
libpython3-stdlib:amd64	3.12.3-0ubuntu2.1	python3-defaults	3.12.3-0ubuntu2.1
libpython3.12-minimal:amd64	3.12.3-1ubuntu0.16	python3.12	3.12.3-1ubuntu0.16
libpython3.12-stdlib:amd64	3.12.3-1ubuntu0.16	python3.12	3.12.3-1ubuntu0.16
libquadmath0:amd64	14.2.0-4ubuntu2~24.04.1	gcc-14	14.2.0-4ubuntu2~24.04.1
librabbitmq4:amd64	0.11.0-1ubuntu0.2	librabbitmq	0.11.0-1ubuntu0.2
librav1e0:amd64	0.7.1-2	rust-rav1e	0.7.1-2
libraw1394-11:amd64	2.1.2-2build3	libraw1394	2.1.2-2build3
libreadline8t64:amd64	8.2-4build1	readline	8.2-4build1
librist4:amd64	0.2.10+dfsg-2	librist	0.2.10+dfsg-2
librsvg2-2:amd64	2.58.0+dfsg-1build1	librsvg	2.58.0+dfsg-1build1
librsvg2-common:amd64	2.58.0+dfsg-1build1	librsvg	2.58.0+dfsg-1build1
librsvg2-dev:amd64	2.58.0+dfsg-1build1	librsvg	2.58.0+dfsg-1build1
librtmp1:amd64	2.4+20151223.gitfa8646d.1-2build7	rtmpdump	2.4+20151223.gitfa8646d.1-2build7
librubberband2:amd64	3.3.0+dfsg-2build1	rubberband	3.3.0+dfsg-2build1
libsamplerate0:amd64	0.2.2-4build1	libsamplerate	0.2.2-4build1
libsasl2-2:amd64	2.1.28+dfsg1-5ubuntu3.1	cyrus-sasl2	2.1.28+dfsg1-5ubuntu3.1
libsasl2-modules-db:amd64	2.1.28+dfsg1-5ubuntu3.1	cyrus-sasl2	2.1.28+dfsg1-5ubuntu3.1
libsdl2-2.0-0:amd64	2.30.0+dfsg-1ubuntu3.1	libsdl2	2.30.0+dfsg-1ubuntu3.1
libseccomp2:amd64	2.5.5-1ubuntu3.1	libseccomp	2.5.5-1ubuntu3.1
libsecret-1-0:amd64	0.21.4-1build3	libsecret	0.21.4-1build3
libsecret-common	0.21.4-1build3	libsecret	0.21.4-1build3
libselinux1:amd64	3.5-2ubuntu2.1	libselinux	3.5-2ubuntu2.1
libselinux1-dev:amd64	3.5-2ubuntu2.1	libselinux	3.5-2ubuntu2.1
libsemanage-common	3.5-1build5	libsemanage	3.5-1build5
libsemanage2:amd64	3.5-1build5	libsemanage	3.5-1build5
libsensors-config	1:3.6.0-9build1	lm-sensors	1:3.6.0-9build1
libsensors5:amd64	1:3.6.0-9build1	lm-sensors	1:3.6.0-9build1
libsepol-dev:amd64	3.5-2build1	libsepol	3.5-2build1
libsepol2:amd64	3.5-2build1	libsepol	3.5-2build1
libserd-0-0:amd64	0.32.2-1	serd	0.32.2-1
libsframe1:amd64	2.42-4ubuntu2.10	binutils	2.42-4ubuntu2.10
libsharpyuv-dev:amd64	1.3.2-0.4build3	libwebp	1.3.2-0.4build3
libsharpyuv0:amd64	1.3.2-0.4build3	libwebp	1.3.2-0.4build3
libshine3:amd64	3.1.1-2build1	shine	3.1.1-2build1
libshout3:amd64	2.4.6-1build2	libshout	2.4.6-1build2
libslang2:amd64	2.3.3-3build2	slang2	2.3.3-3build2
libsm-dev:amd64	2:1.2.3-1build3	libsm	2:1.2.3-1build3
libsm6:amd64	2:1.2.3-1build3	libsm	2:1.2.3-1build3
libsmartcols1:amd64	2.39.3-9ubuntu6.6	util-linux	2.39.3-9ubuntu6.6
libsnappy1v5:amd64	1.1.10-1build1	snappy	1.1.10-1build1
libsndfile1:amd64	1.2.2-1ubuntu5.24.04.1	libsndfile	1.2.2-1ubuntu5.24.04.1
libsndio7.0:amd64	1.9.0-0.3build3	sndio	1.9.0-0.3build3
libsodium23:amd64	1.0.18-1ubuntu0.24.04.1	libsodium	1.0.18-1ubuntu0.24.04.1
libsord-0-0:amd64	0.16.16-2build1	sord	0.16.16-2build1
libsoup-3.0-0:amd64	3.4.4-5ubuntu0.7	libsoup3	3.4.4-5ubuntu0.7
libsoup-3.0-common	3.4.4-5ubuntu0.7	libsoup3	3.4.4-5ubuntu0.7
libsoup-3.0-dev:amd64	3.4.4-5ubuntu0.7	libsoup3	3.4.4-5ubuntu0.7
libsoxr0:amd64	0.1.3-4build3	libsoxr	0.1.3-4build3
libspa-0.2-modules:amd64	1.0.5-1ubuntu3.3	pipewire	1.0.5-1ubuntu3.3
libspeex1:amd64	1.2.1-2ubuntu2.24.04.1	speex	1.2.1-2ubuntu2.24.04.1
libsphinxbase3t64:amd64	0.8+5prealpha+1-17build2	sphinxbase	0.8+5prealpha+1-17build2
libsqlite3-0:amd64	3.45.1-1ubuntu2.7	sqlite3	3.45.1-1ubuntu2.7
libsqlite3-dev:amd64	3.45.1-1ubuntu2.7	sqlite3	3.45.1-1ubuntu2.7
libsratom-0-0:amd64	0.6.16-1build1	sratom	0.6.16-1build1
libsrt1.5-gnutls:amd64	1.5.3-1build2	srt	1.5.3-1build2
libss2:amd64	1.47.0-2.4~exp1ubuntu4.1	e2fsprogs	1.47.0-2.4~exp1ubuntu4.1
libssh-4:amd64	0.10.6-2ubuntu0.5	libssh	0.10.6-2ubuntu0.5
libssh-gcrypt-4:amd64	0.10.6-2ubuntu0.5	libssh	0.10.6-2ubuntu0.5
libssl3t64:amd64	3.0.13-0ubuntu3.15	openssl	3.0.13-0ubuntu3.15
libstdc++-13-dev:amd64	13.3.0-6ubuntu2~24.04.1	gcc-13	13.3.0-6ubuntu2~24.04.1
libstdc++6:amd64	14.2.0-4ubuntu2~24.04.1	gcc-14	14.2.0-4ubuntu2~24.04.1
libsvtav1enc1d1:amd64	1.7.0+dfsg-2build1	svt-av1	1.7.0+dfsg-2build1
libswresample4:amd64	7:6.1.1-3ubuntu5	ffmpeg	7:6.1.1-3ubuntu5
libswscale7:amd64	7:6.1.1-3ubuntu5	ffmpeg	7:6.1.1-3ubuntu5
libsysprof-capture-4-dev:amd64	46.0-1build1	sysprof	46.0-1build1
libsystemd0:amd64	255.4-1ubuntu8.17	systemd	255.4-1ubuntu8.17
libtag1v5:amd64	1.13.1-1build1	taglib	1.13.1-1build1
libtag1v5-vanilla:amd64	1.13.1-1build1	taglib	1.13.1-1build1
libtasn1-6:amd64	4.19.0-3ubuntu0.24.04.2	libtasn1-6	4.19.0-3ubuntu0.24.04.2
libtext-iconv-perl:amd64	1.7-8build3	libtext-iconv-perl	1.7-8build3
libthai-data	0.1.29-2build1	libthai	0.1.29-2build1
libthai-dev:amd64	0.1.29-2build1	libthai	0.1.29-2build1
libthai0:amd64	0.1.29-2build1	libthai	0.1.29-2build1
libtheora0:amd64	1.1.1+dfsg.1-16.1build3	libtheora	1.1.1+dfsg.1-16.1build3
libtiff-dev:amd64	4.5.1+git230720-4ubuntu2.5	tiff	4.5.1+git230720-4ubuntu2.5
libtiff6:amd64	4.5.1+git230720-4ubuntu2.5	tiff	4.5.1+git230720-4ubuntu2.5
libtiffxx6:amd64	4.5.1+git230720-4ubuntu2.5	tiff	4.5.1+git230720-4ubuntu2.5
libtinfo6:amd64	6.4+20240113-1ubuntu2.2	ncurses	6.4+20240113-1ubuntu2.2
libtool	2.4.7-7build1	libtool	2.4.7-7build1
libtsan2:amd64	14.2.0-4ubuntu2~24.04.1	gcc-14	14.2.0-4ubuntu2~24.04.1
libtwolame0:amd64	0.4.0-2build3	twolame	0.4.0-2build3
libubsan1:amd64	14.2.0-4ubuntu2~24.04.1	gcc-14	14.2.0-4ubuntu2~24.04.1
libudev1:amd64	255.4-1ubuntu8.17	systemd	255.4-1ubuntu8.17
libudfread0:amd64	1.1.2-1build1	libudfread	1.1.2-1build1
libunibreak5:amd64	5.1-2build1	libunibreak	5.1-2build1
libunistring5:amd64	1.1-2build1.1	libunistring	1.1-2build1.1
libunwind8:amd64	1.6.2-3build1.1	libunwind	1.6.2-3build1.1
libusb-1.0-0:amd64	2:1.0.27-1	libusb-1.0	2:1.0.27-1
libuuid1:amd64	2.39.3-9ubuntu6.6	util-linux	2.39.3-9ubuntu6.6
libv4l-0t64:amd64	1.26.1-4build3	v4l-utils	1.26.1-4build3
libv4lconvert0t64:amd64	1.26.1-4build3	v4l-utils	1.26.1-4build3
libva-drm2:amd64	2.20.0-2ubuntu0.2	libva	2.20.0-2ubuntu0.2
libva-x11-2:amd64	2.20.0-2ubuntu0.2	libva	2.20.0-2ubuntu0.2
libva2:amd64	2.20.0-2ubuntu0.2	libva	2.20.0-2ubuntu0.2
libvdpau1:amd64	1.5-2build1	libvdpau	1.5-2build1
libvidstab1.1:amd64	1.1.0-2build1	libvidstab	1.1.0-2build1
libvisual-0.4-0:amd64	0.4.2-2build1	libvisual	0.4.2-2build1
libvorbis0a:amd64	1.3.7-1build3	libvorbis	1.3.7-1build3
libvorbisenc2:amd64	1.3.7-1build3	libvorbis	1.3.7-1build3
libvorbisfile3:amd64	1.3.7-1build3	libvorbis	1.3.7-1build3
libvpl2	2023.3.0-1build1	onevpl	2023.3.0-1build1
libvpx9:amd64	1.14.0-1ubuntu2.3	libvpx	1.14.0-1ubuntu2.3
libvulkan1:amd64	1.3.275.0-1build1	vulkan-loader	1.3.275.0-1build1
libwavpack1:amd64	5.6.0-1build1	wavpack	5.6.0-1build1
libwayland-bin	1.22.0-2.1build1	wayland	1.22.0-2.1build1
libwayland-client0:amd64	1.22.0-2.1build1	wayland	1.22.0-2.1build1
libwayland-cursor0:amd64	1.22.0-2.1build1	wayland	1.22.0-2.1build1
libwayland-dev:amd64	1.22.0-2.1build1	wayland	1.22.0-2.1build1
libwayland-egl1:amd64	1.22.0-2.1build1	wayland	1.22.0-2.1build1
libwayland-server0:amd64	1.22.0-2.1build1	wayland	1.22.0-2.1build1
libwebkit2gtk-4.1-0:amd64	2.52.6-0ubuntu0.24.04.1	webkit2gtk	2.52.6-0ubuntu0.24.04.1
libwebkit2gtk-4.1-dev	2.52.6-0ubuntu0.24.04.1	webkit2gtk	2.52.6-0ubuntu0.24.04.1
libwebp-dev:amd64	1.3.2-0.4build3	libwebp	1.3.2-0.4build3
libwebp7:amd64	1.3.2-0.4build3	libwebp	1.3.2-0.4build3
libwebpdecoder3:amd64	1.3.2-0.4build3	libwebp	1.3.2-0.4build3
libwebpdemux2:amd64	1.3.2-0.4build3	libwebp	1.3.2-0.4build3
libwebpmux3:amd64	1.3.2-0.4build3	libwebp	1.3.2-0.4build3
libwebrtc-audio-processing1:amd64	0.3.1-0ubuntu6	webrtc-audio-processing	0.3.1-0ubuntu6
libx11-6:amd64	2:1.8.7-1build1	libx11	2:1.8.7-1build1
libx11-data	2:1.8.7-1build1	libx11	2:1.8.7-1build1
libx11-dev:amd64	2:1.8.7-1build1	libx11	2:1.8.7-1build1
libx11-xcb1:amd64	2:1.8.7-1build1	libx11	2:1.8.7-1build1
libx264-164:amd64	2:0.164.3108+git31e19f9-1	x264	2:0.164.3108+git31e19f9-1
libx265-199:amd64	3.5-2build1	x265	3.5-2build1
libx265-dev:amd64	3.5-2build1	x265	3.5-2build1
libxau-dev:amd64	1:1.0.9-1build6	libxau	1:1.0.9-1build6
libxau6:amd64	1:1.0.9-1build6	libxau	1:1.0.9-1build6
libxaw7:amd64	2:1.0.14-1build2	libxaw	2:1.0.14-1build2
libxcb-dri3-0:amd64	1.15-1ubuntu2	libxcb	1.15-1ubuntu2
libxcb-glx0:amd64	1.15-1ubuntu2	libxcb	1.15-1ubuntu2
libxcb-present0:amd64	1.15-1ubuntu2	libxcb	1.15-1ubuntu2
libxcb-randr0:amd64	1.15-1ubuntu2	libxcb	1.15-1ubuntu2
libxcb-render0:amd64	1.15-1ubuntu2	libxcb	1.15-1ubuntu2
libxcb-render0-dev:amd64	1.15-1ubuntu2	libxcb	1.15-1ubuntu2
libxcb-shape0:amd64	1.15-1ubuntu2	libxcb	1.15-1ubuntu2
libxcb-shm0:amd64	1.15-1ubuntu2	libxcb	1.15-1ubuntu2
libxcb-shm0-dev:amd64	1.15-1ubuntu2	libxcb	1.15-1ubuntu2
libxcb-sync1:amd64	1.15-1ubuntu2	libxcb	1.15-1ubuntu2
libxcb-xfixes0:amd64	1.15-1ubuntu2	libxcb	1.15-1ubuntu2
libxcb1:amd64	1.15-1ubuntu2	libxcb	1.15-1ubuntu2
libxcb1-dev:amd64	1.15-1ubuntu2	libxcb	1.15-1ubuntu2
libxcomposite-dev:amd64	1:0.4.5-1build3	libxcomposite	1:0.4.5-1build3
libxcomposite1:amd64	1:0.4.5-1build3	libxcomposite	1:0.4.5-1build3
libxcursor-dev:amd64	1:1.2.1-1build1	libxcursor	1:1.2.1-1build1
libxcursor1:amd64	1:1.2.1-1build1	libxcursor	1:1.2.1-1build1
libxdamage-dev:amd64	1:1.1.6-1build1	libxdamage	1:1.1.6-1build1
libxdamage1:amd64	1:1.1.6-1build1	libxdamage	1:1.1.6-1build1
libxdmcp-dev:amd64	1:1.1.3-0ubuntu6	libxdmcp	1:1.1.3-0ubuntu6
libxdmcp6:amd64	1:1.1.3-0ubuntu6	libxdmcp	1:1.1.3-0ubuntu6
libxext-dev:amd64	2:1.3.4-1build2	libxext	2:1.3.4-1build2
libxext6:amd64	2:1.3.4-1build2	libxext	2:1.3.4-1build2
libxfixes-dev:amd64	1:6.0.0-2build1	libxfixes	1:6.0.0-2build1
libxfixes3:amd64	1:6.0.0-2build1	libxfixes	1:6.0.0-2build1
libxfont2:amd64	1:2.0.6-1+deb13u1build0.24.04.2	libxfont	1:2.0.6-1+deb13u1build0.24.04.2
libxft-dev:amd64	2.3.6-1build1	xft	2.3.6-1build1
libxft2:amd64	2.3.6-1build1	xft	2.3.6-1build1
libxi-dev:amd64	2:1.8.1-1build1	libxi	2:1.8.1-1build1
libxi6:amd64	2:1.8.1-1build1	libxi	2:1.8.1-1build1
libxinerama-dev:amd64	2:1.1.4-3build1	libxinerama	2:1.1.4-3build1
libxinerama1:amd64	2:1.1.4-3build1	libxinerama	2:1.1.4-3build1
libxkbcommon-dev:amd64	1.6.0-1build1	libxkbcommon	1.6.0-1build1
libxkbcommon0:amd64	1.6.0-1build1	libxkbcommon	1.6.0-1build1
libxkbfile1:amd64	1:1.1.0-1build4	libxkbfile	1:1.1.0-1build4
libxml2:amd64	2.9.14+dfsg-1.3ubuntu3.8	libxml2	2.9.14+dfsg-1.3ubuntu3.8
libxml2-dev:amd64	2.9.14+dfsg-1.3ubuntu3.8	libxml2	2.9.14+dfsg-1.3ubuntu3.8
libxmu6:amd64	2:1.1.3-3build2	libxmu	2:1.1.3-3build2
libxmuu1:amd64	2:1.1.3-3build2	libxmu	2:1.1.3-3build2
libxpm4:amd64	1:3.5.17-1ubuntu0.24.04.1	libxpm	1:3.5.17-1ubuntu0.24.04.1
libxrandr-dev:amd64	2:1.5.2-2build1	libxrandr	2:1.5.2-2build1
libxrandr2:amd64	2:1.5.2-2build1	libxrandr	2:1.5.2-2build1
libxrender-dev:amd64	1:0.9.10-1.1build1	libxrender	1:0.9.10-1.1build1
libxrender1:amd64	1:0.9.10-1.1build1	libxrender	1:0.9.10-1.1build1
libxshmfence1:amd64	1.3-1build5	libxshmfence	1.3-1build5
libxslt1.1:amd64	1.1.39-0exp1ubuntu0.24.04.3	libxslt	1.1.39-0exp1ubuntu0.24.04.3
libxss1:amd64	1:1.2.3-1build3	libxss	1:1.2.3-1build3
libxt6t64:amd64	1:1.2.1-1.2build1	libxt	1:1.2.1-1.2build1
libxtst-dev:amd64	2:1.2.3-1.1build1	libxtst	2:1.2.3-1.1build1
libxtst6:amd64	2:1.2.3-1.1build1	libxtst	2:1.2.3-1.1build1
libxv1:amd64	2:1.0.11-1.1build1	libxv	2:1.0.11-1.1build1
libxvidcore4:amd64	2:1.3.7-1build1	xvidcore	2:1.3.7-1build1
libxxf86vm1:amd64	1:1.1.4-1build4	libxxf86vm	1:1.1.4-1build4
libxxhash0:amd64	0.8.2-2build1	xxhash	0.8.2-2build1
libyaml-0-2:amd64	0.2.5-1build1	libyaml	0.2.5-1build1
libzimg2:amd64	3.0.5+ds1-1build1	zimg	3.0.5+ds1-1build1
libzix-0-0:amd64	0.4.2-2build1	zix	0.4.2-2build1
libzmq5:amd64	4.3.5-1build2	zeromq3	4.3.5-1build2
libzstd-dev:amd64	1.5.5+dfsg2-2build1.1	libzstd	1.5.5+dfsg2-2build1.1
libzstd1:amd64	1.5.5+dfsg2-2build1.1	libzstd	1.5.5+dfsg2-2build1.1
libzvbi-common	0.2.42-2	zvbi	0.2.42-2
libzvbi0t64:amd64	0.2.42-2	zvbi	0.2.42-2
linux-libc-dev:amd64	6.8.0-139.139	linux	6.8.0-139.139
login	1:4.13+dfsg1-4ubuntu3.2	shadow	1:4.13+dfsg1-4ubuntu3.2
logsave	1.47.0-2.4~exp1ubuntu4.1	e2fsprogs	1.47.0-2.4~exp1ubuntu4.1
lto-disabled-list	47	lto-disabled-list	47
m4	1.4.19-4build1	m4	1.4.19-4build1
make	4.3-4.1build2	make-dfsg	4.3-4.1build2
mawk	1.3.4.20240123-1build1	mawk	1.3.4.20240123-1build1
media-types	10.1.0	media-types	10.1.0
mesa-libgallium:amd64	25.2.8-0ubuntu0.24.04.2	mesa	25.2.8-0ubuntu0.24.04.2
mount	2.39.3-9ubuntu6.6	util-linux	2.39.3-9ubuntu6.6
mupdf-tools	1.23.10+ds1-1build3	mupdf	1.23.10+ds1-1build3
ncurses-base	6.4+20240113-1ubuntu2.2	ncurses	6.4+20240113-1ubuntu2.2
ncurses-bin	6.4+20240113-1ubuntu2.2	ncurses	6.4+20240113-1ubuntu2.2
netbase	6.4	netbase	6.4
ocl-icd-libopencl1:amd64	2.3.2-1build1	ocl-icd	2.3.2-1build1
openssl	3.0.13-0ubuntu3.15	openssl	3.0.13-0ubuntu3.15
pandoc	3.1.3+ds-2	pandoc	3.1.3+ds-2
pandoc-data	3.1.3-1	haskell-pandoc	3.1.3-1
pango1.0-tools	1.52.1+ds-1build1	pango1.0	1.52.1+ds-1build1
passwd	1:4.13+dfsg1-4ubuntu3.2	shadow	1:4.13+dfsg1-4ubuntu3.2
patch	2.7.6-7build3	patch	2.7.6-7build3
patchelf	0.18.0-1.1build1	patchelf	0.18.0-1.1build1
perl	5.38.2-3.2ubuntu0.4	perl	5.38.2-3.2ubuntu0.4
perl-base	5.38.2-3.2ubuntu0.4	perl	5.38.2-3.2ubuntu0.4
perl-modules-5.38	5.38.2-3.2ubuntu0.4	perl	5.38.2-3.2ubuntu0.4
pkg-config:amd64	1.8.1-2build1	pkgconf	1.8.1-2build1
pkgconf:amd64	1.8.1-2build1	pkgconf	1.8.1-2build1
pkgconf-bin	1.8.1-2build1	pkgconf	1.8.1-2build1
procps	2:4.0.4-4ubuntu3.2	procps	2:4.0.4-4ubuntu3.2
python3	3.12.3-0ubuntu2.1	python3-defaults	3.12.3-0ubuntu2.1
python3-mako	1.3.2-1ubuntu0.1	mako	1.3.2-1ubuntu0.1
python3-markdown	3.5.2-1	python-markdown	3.5.2-1
python3-markupsafe	2.1.5-1build2	markupsafe	2.1.5-1build2
python3-minimal	3.12.3-0ubuntu2.1	python3-defaults	3.12.3-0ubuntu2.1
python3-packaging	24.0-1	python-packaging	24.0-1
python3-pkg-resources	68.1.2-2ubuntu1.2	setuptools	68.1.2-2ubuntu1.2
python3-setuptools	68.1.2-2ubuntu1.2	setuptools	68.1.2-2ubuntu1.2
python3.12	3.12.3-1ubuntu0.16	python3.12	3.12.3-1ubuntu0.16
python3.12-minimal	3.12.3-1ubuntu0.16	python3.12	3.12.3-1ubuntu0.16
readline-common	8.2-4build1	readline	8.2-4build1
rpcsvc-proto	1.4.2-0ubuntu7	rpcsvc-proto	1.4.2-0ubuntu7
sed	4.9-2ubuntu0.24.04.1	sed	4.9-2ubuntu0.24.04.1
sensible-utils	0.0.22	sensible-utils	0.0.22
session-migration	0.3.9build1	session-migration	0.3.9build1
sgml-base	1.31	sgml-base	1.31
shared-mime-info	2.4-4	shared-mime-info	2.4-4
squashfs-tools	1:4.6.1-1build1	squashfs-tools	1:4.6.1-1build1
sysvinit-utils	3.08-6ubuntu3	sysvinit	3.08-6ubuntu3
tar	1.35+dfsg-3ubuntu0.4	tar	1.35+dfsg-3ubuntu0.4
